TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,trans_month,trans_day,trans_hour,trans_dayofweek,hours_since_last_trans,TransactionType,trans_year,Channel,CustomerOccupation,Cluster
821.54,79,36.0,1,4040.32,8,22,18,1,-10550.011388888888,Credit,2023,Branch,Retired,2
253.47,20,238.0,1,220.51000000000022,6,14,17,2,-12207.017777777777,Debit,2023,Branch,Student,1
22.810000000000002,62,75.0,1,3634.76,5,29,17,0,-12590.24888888889,Debit,2023,Online,Retired,2
266.57,39,96.0,1,7180.48,7,3,17,0,-11750.169722222223,Credit,2023,Online,Engineer,0
374.61,75,37.0,1,1389.71,8,29,18,1,-10381.68,Credit,2023,Online,Retired,2
339.35,78,70.0,1,5002.7,2,3,16,4,-15351.991666666667,Credit,2023,ATM,Retired,2
810.3600000000001,20,67.0,1,9239.12,1,17,16,1,-15759.137777777778,Debit,2023,ATM,Student,1
9.829999999999984,24,86.0,1,666.4200000000001,7,24,17,0,-11247.079444444444,Debit,2023,ATM,Student,1
135.57,51,116.0,1,11351.64,6,14,17,2,-12206.902777777777,Credit,2023,Branch,Doctor,0
340.05,43,37.0,1,7234.15,10,27,17,4,-8966.680555555555,Debit,2023,ATM,Engineer,0
283.45,27,127.0,1,2049.51,10,17,17,1,-9206.734444444444,Debit,2023,Branch,Engineer,1
100.99000000000001,68,114.0,1,8865.27,5,29,16,0,-12591.811944444444,Debit,2023,ATM,Doctor,2
90.88,18,176.0,1,3908.47,2,20,16,0,-14943.306666666667,Debit,2023,Branch,Student,1
655.15,26,264.0,1,5587.44,1,2,16,0,-16119.739166666666,Debit,2023,ATM,Engineer,1
320.55,50,118.0,1,438.75,5,1,17,0,-13262.940833333334,Debit,2023,Online,Engineer,0
41.50999999999999,28,47.999999999999986,1,609.6000000000004,10,4,16,2,-9519.405833333334,Debit,2023,Online,Student,1
71.52999999999997,68,39.0,1,2393.73,10,30,16,0,-8895.37638888889,Credit,2023,Branch,Retired,2
467.13,54,45.0,1,3914.84,9,28,17,3,-9662.808888888889,Credit,2023,Branch,Retired,0
235.4,28,70.0,1,818.3599999999997,9,26,17,1,-9711.13,Debit,2023,Branch,Student,1
159.32,18,100.0,1,304.4399999999996,1,16,18,0,-15781.221944444444,Debit,2023,Branch,Student,1
50.829999999999984,30,47.999999999999986,1,9553.42,12,18,16,0,-7720.064444444444,Credit,2023,Online,Doctor,1
56.889999999999986,59,56.0,1,3034.67,2,3,18,4,-15350.09888888889,Credit,2023,Branch,Engineer,2
20.21999999999997,43,138.0,1,5515.32,3,10,18,4,-14509.670277777777,Debit,2023,ATM,Engineer,0
50.400000000000006,36,84.0,1,1677.0100000000002,3,27,17,0,-14103.075833333334,Debit,2023,Branch,Doctor,1
73.88,53,131.0,1,4055.55,5,8,17,0,-13094.426388888889,Debit,2023,Branch,Retired,0
119.60999999999999,33,53.0,1,9899.94,3,14,16,1,-14415.774166666666,Debit,2023,ATM,Doctor,1
1241.05,18,129.0,1,756.7399999999998,11,21,16,1,-8367.751944444444,Debit,2023,Branch,Student,1
116.57999999999998,43,247.0,1,2620.74,8,31,16,3,-10335.475555555555,Debit,2023,Branch,Engineer,0
1919.11,30,161.0,1,11090.24,6,27,17,1,-11894.367222222223,Debit,2023,ATM,Doctor,1
391.96,64,79.0,1,2174.16,6,19,16,0,-12087.746944444445,Debit,2023,ATM,Retired,2
156.26,46,160.0,1,7854.1,1,2,17,0,-16118.329166666666,Credit,2023,Branch,Engineer,0
427.0,49,163.0,1,8253.65,7,31,17,0,-11079.050277777778,Credit,2023,Branch,Engineer,0
443.68,18,137.0,1,874.1499999999996,4,25,18,1,-13405.198333333334,Debit,2023,ATM,Student,1
101.75999999999999,31,26.0,1,6043.25,2,20,17,0,-14942.728888888889,Debit,2023,Branch,Doctor,1
67.57,37,107.0,1,2766.12,8,17,16,3,-10671.443611111112,Debit,2023,Branch,Engineer,1
326.29,56,179.0,1,8171.26,12,6,17,2,-8007.0025,Debit,2023,Online,Engineer,0
158.56,33,100.0,1,5401.21,2,28,17,1,-14750.709722222222,Debit,2023,ATM,Doctor,1
56.02000000000004,27,142.0,1,3548.02,6,19,17,0,-12086.291388888889,Debit,2023,Online,Student,1
288.28,27,36.0,1,160.82999999999993,1,17,17,1,-15758.919166666667,Debit,2023,Online,Student,1
245.67,24,107.0,1,752.25,1,2,18,0,-16117.54388888889,Credit,2023,Branch,Student,1
152.18,39,176.0,4,2459.84,8,7,16,0,-10911.224444444444,Credit,2023,Online,Engineer,0
114.35,41,20.999999999999986,1,469.1199999999999,11,27,16,0,-8223.898333333333,Credit,2023,Branch,Engineer,0
373.27,61,79.0,1,8441.61,7,18,18,1,-11390.059166666666,Credit,2023,Online,Doctor,2
504.63,60,168.0,1,3806.16,11,13,17,0,-8559.011111111111,Debit,2023,Online,Engineer,2
126.22,46,77.0,4,6133.41,5,4,16,3,-13191.707222222221,Debit,2023,ATM,Engineer,0
820.1500000000001,47,181.0,1,8802.97,12,18,16,0,-7719.6258333333335,Debit,2023,Branch,Doctor,0
986.81,68,127.0,1,14881.77,3,31,16,4,-14007.27611111111,Credit,2023,Online,Doctor,2
8.370000000000005,63,135.0,1,1106.3400000000001,1,12,16,3,-15879.832222222221,Debit,2023,ATM,Retired,2
197.49,53,30.0,1,5005.33,7,3,16,0,-11751.49861111111,Credit,2023,Online,Retired,0
637.97,58,90.0,1,7949.03,10,23,17,0,-9062.843888888889,Debit,2023,Branch,Retired,0
13.519999999999982,26,65.0,1,259.77000000000044,5,15,16,0,-12927.250555555556,Debit,2023,ATM,Student,1
432.1,49,240.0,1,2114.3,3,20,16,0,-14271.699722222222,Debit,2023,ATM,Engineer,0
375.17,51,66.0,2,5495.3,6,8,17,3,-12350.8425,Debit,2023,ATM,Engineer,0
642.68,50,94.0,1,8461.46,2,17,16,4,-15015.190833333334,Debit,2023,Branch,Doctor,0
78.44,52,292.0,1,6870.84,11,21,17,1,-8366.7525,Credit,2023,Online,Retired,0
139.72,49,201.0,1,5058.83,1,16,17,0,-15782.256666666666,Debit,2023,Branch,Engineer,0
499.99,31,296.0,1,8885.0,8,2,16,2,-11032.13,Debit,2023,Branch,Engineer,1
10.069999999999993,24,49.0,1,530.8099999999995,1,17,16,1,-15759.354444444445,Debit,2023,Online,Student,1
120.62,23,85.0,1,9379.53,2,27,16,0,-14775.49111111111,Debit,2023,ATM,Student,1
578.49,59,180.0,1,6475.13,10,16,17,0,-9230.333055555555,Debit,2023,Branch,Retired,2
119.30000000000001,34,22.0,5,319.03999999999996,8,28,16,0,-10408.000277777777,Debit,2023,Branch,Engineer,1
280.92,41,168.0,1,5298.85,1,1,18,0,-7381.7475,Debit,2024,Online,Doctor,0
42.420000000000016,21,102.0,1,490.5699999999997,6,1,17,3,-12518.820555555556,Debit,2023,Online,Student,1
77.03,67,259.0,1,11310.27,6,19,16,0,-12087.170277777777,Debit,2023,ATM,Doctor,2
22.589999999999975,62,45.0,1,3988.75,3,27,16,0,-14103.929444444444,Debit,2023,ATM,Retired,2
568.76,51,155.0,1,7484.32,10,9,16,0,-9399.388611111111,Debit,2023,ATM,Retired,0
25.939999999999998,58,211.0,5,4815.11,10,16,18,0,-9229.218611111111,Credit,2023,Online,Retired,0
105.94,51,207.0,1,5963.1,8,7,16,0,-10912.117777777778,Debit,2023,Branch,Engineer,0
733.29,52,94.0,5,10427.0,3,15,18,2,-14389.415555555555,Debit,2023,ATM,Doctor,0
350.15,21,195.0,1,296.47000000000025,11,27,16,0,-8223.836666666666,Credit,2023,ATM,Student,1
1151.18,65,105.0,1,1100.0599999999995,8,25,17,4,-10478.676388888889,Debit,2023,ATM,Doctor,2
183.67,19,238.0,1,910.2600000000002,6,26,16,0,-11919.993333333334,Debit,2023,Online,Student,1
278.27,29,123.0,1,6684.34,4,10,16,0,-13767.3675,Debit,2023,Branch,Doctor,1
470.3,40,88.0,1,8524.09,9,12,18,1,-10045.354166666666,Debit,2023,ATM,Doctor,0
261.69,53,84.0,1,5126.65,11,27,17,0,-8222.662222222221,Debit,2023,ATM,Retired,0
365.04,22,94.0,1,873.8900000000003,3,6,16,0,-14607.703055555556,Debit,2023,Branch,Student,1
211.1,57,136.0,1,7059.77,9,14,16,3,-9999.136944444444,Debit,2023,Branch,Retired,0
21.49000000000001,58,240.0,1,11991.24,5,4,16,3,-13191.280833333334,Debit,2023,ATM,Doctor,0
63.579999999999984,18,199.0,1,8086.04,9,11,17,0,-10070.478333333333,Debit,2023,ATM,Student,1
321.86,63,167.0,1,12626.49,7,24,16,0,-11247.67888888889,Debit,2023,ATM,Doctor,2
12.110000000000014,75,127.0,1,1730.2799999999997,12,12,16,1,-7863.828611111111,Debit,2023,Branch,Retired,2
642.54,44,28.0,1,3143.17,5,10,18,2,-13045.354722222222,Debit,2023,Branch,Engineer,0
210.45,27,146.0,1,1242.4899999999998,12,11,16,0,-7887.321944444445,Debit,2023,ATM,Student,1
313.65,55,173.0,1,1886.3599999999997,1,30,16,0,-15448.045,Credit,2023,Branch,Retired,0
99.75999999999999,26,131.0,1,416.8900000000003,8,7,16,0,-10911.746944444445,Debit,2023,Branch,Student,1
115.32,53,113.0,1,5929.08,7,25,17,1,-11222.74138888889,Debit,2023,Branch,Retired,0
33.610000000000014,23,72.0,1,479.0799999999999,8,21,17,0,-10574.727777777778,Debit,2023,Online,Student,1
498.59,33,32.0,1,5862.99,1,30,16,0,-15447.775555555556,Credit,2023,Online,Doctor,1
98.81,27,91.0,1,797.1000000000004,9,4,16,0,-10239.332777777778,Debit,2023,Branch,Student,1
1.8700000000000045,65,147.0,1,7287.94,10,20,18,4,-9133.585277777778,Debit,2023,ATM,Retired,2
78.92000000000002,59,95.0,1,5624.86,6,15,18,3,-12181.179444444444,Credit,2023,Online,Engineer,2
194.29,39,10.0,1,2988.41,1,23,16,0,-15616.054166666667,Credit,2023,Branch,Engineer,0
28.730000000000018,53,185.0,1,2712.96,10,31,16,1,-8871.944444444445,Debit,2023,ATM,Engineer,0
105.53,24,88.0,1,1433.6599999999999,6,16,16,4,-12159.565,Debit,2023,Online,Student,1
737.34,30,34.0,1,7336.56,3,20,17,0,-14270.378888888888,Debit,2023,Online,Doctor,1
237.86,18,210.0,1,475.6300000000001,2,6,17,0,-15278.361388888889,Debit,2023,ATM,Student,1
409.61,65,89.0,1,11698.15,7,26,16,2,-11200.074444444444,Debit,2023,Branch,Doctor,2
75.53,21,157.0,1,1034.35,8,21,17,0,-10574.518333333333,Credit,2023,Online,Student,1
72.75,64,15.0,1,12042.79,5,1,16,0,-13263.621111111112,Debit,2023,ATM,Doctor,2
39.110000000000014,26,143.0,1,518.54,9,1,18,4,-10310.047222222222,Debit,2023,Online,Student,1
1309.79,23,139.0,1,1258.9300000000003,3,6,16,0,-14607.625277777777,Debit,2023,ATM,Student,1
729.38,68,90.0,1,9127.65,11,14,17,1,-8534.7425,Debit,2023,ATM,Doctor,2
137.49,34,50.0,1,4471.05,7,26,16,2,-11199.215555555556,Debit,2023,ATM,Engineer,1
504.71,29,61.0,1,6214.54,4,10,18,0,-13765.679444444444,Debit,2023,Online,Engineer,1
371.47,24,58.0,1,1187.04,5,30,16,1,-12567.86638888889,Credit,2023,Branch,Student,1
430.35,36,205.0,1,354.89999999999964,2,20,17,0,-14942.796666666667,Debit,2023,Online,Doctor,1
230.32,35,56.0,1,791.46,5,15,18,0,-12925.88361111111,Debit,2023,Branch,Engineer,1
121.70999999999998,52,140.0,1,5878.89,9,5,17,1,-10215.15,Debit,2023,ATM,Retired,0
98.87,20,179.0,1,533.1999999999998,1,3,17,1,-16094.264166666666,Debit,2023,Online,Student,1
117.55000000000001,24,35.0,1,897.9400000000005,5,19,16,4,-12831.601666666667,Debit,2023,ATM,Student,1
244.64,30,103.0,1,9159.56,2,21,18,1,-14917.420555555556,Debit,2023,Branch,Doctor,1
321.93,45,12.0,1,4392.73,12,4,18,0,-8053.677777777779,Debit,2023,ATM,Engineer,0
1092.73,58,11.0,1,1390.98,1,23,17,0,-15614.7225,Debit,2023,Branch,Retired,0
283.23,40,98.0,1,2008.77,2,6,16,0,-15279.314722222221,Debit,2023,Online,Engineer,0
346.65,30,60.0,1,6356.96,1,1,16,0,-7383.829166666666,Debit,2024,Online,Engineer,1
381.62,64,164.0,1,6009.12,1,27,16,4,-15519.521666666667,Debit,2023,Online,Retired,2
388.65,76,43.0,1,7896.85,2,21,16,1,-14920.095,Debit,2023,ATM,Retired,2
29.21999999999997,24,151.0,1,1649.4300000000003,7,6,18,3,-11677.882777777777,Debit,2023,ATM,Student,1
46.75,67,150.0,1,2840.43,7,31,17,0,-11078.530277777778,Debit,2023,Branch,Retired,2
348.64,57,128.0,1,3274.96,6,9,17,4,-12326.986944444445,Debit,2023,Online,Retired,0
319.17,73,81.0,1,6501.56,1,11,16,2,-15903.179722222223,Debit,2023,Online,Retired,2
73.94999999999999,26,76.0,1,363.9200000000001,11,3,16,4,-8799.460277777778,Debit,2023,ATM,Student,1
389.63,27,99.0,1,9748.48,2,16,16,3,-15039.81361111111,Debit,2023,Online,Engineer,1
217.61,19,45.0,1,1404.5299999999997,3,16,17,3,-14366.560277777779,Debit,2023,ATM,Student,1
199.84,21,150.0,1,706.4400000000005,1,16,16,0,-15784.127777777778,Debit,2023,ATM,Student,1
56.349999999999994,44,75.0,1,5095.73,2,9,16,3,-15207.976666666667,Debit,2023,ATM,Doctor,0
248.95,65,29.0,1,3059.79,6,16,16,4,-12159.8325,Credit,2023,Branch,Retired,2
142.58,33,145.0,1,7844.23,6,19,16,0,-12087.765277777778,Debit,2023,ATM,Engineer,1
1020.73,28,87.0,1,1119.6099999999992,7,24,16,0,-11247.490555555556,Debit,2023,ATM,Student,1
84.34,58,248.0,3,5313.97,6,8,16,3,-12351.693055555555,Debit,2023,Online,Retired,0
1607.55,31,156.0,1,6227.99,9,7,16,3,-10167.675,Debit,2023,ATM,Engineer,1
333.78,60,98.0,1,6810.94,11,30,17,3,-8150.233888888889,Debit,2023,ATM,Retired,2
332.59,55,143.0,1,1457.0699999999997,7,13,17,3,-11510.314444444444,Debit,2023,Online,Retired,0
236.81,22,15.0,1,813.6800000000003,10,26,16,3,-8991.123055555556,Debit,2023,Branch,Student,1
417.8,27,130.0,1,1518.8199999999997,6,26,16,0,-11919.800833333333,Credit,2023,Branch,Student,1
319.27,50,150.0,1,10269.78,8,7,16,0,-10911.288888888888,Debit,2023,ATM,Doctor,0
384.1,42,172.0,1,672.79,5,24,18,2,-12709.645555555555,Debit,2023,Branch,Engineer,0
820.6200000000001,61,158.0,1,6024.8,3,3,17,4,-14678.808055555555,Credit,2023,Branch,Doctor,2
474.77,56,50.0,1,2158.59,12,25,16,0,-7551.671111111111,Credit,2023,Online,Engineer,0
542.72,43,92.0,1,6011.8,9,4,18,0,-10237.515555555556,Credit,2023,Branch,Doctor,0
79.80000000000001,73,76.0,1,6372.58,12,22,17,4,-7622.820555555556,Debit,2023,ATM,Retired,2
46.24000000000001,57,52.0,1,2569.56,3,13,16,0,-14440.027222222223,Debit,2023,Branch,Engineer,0
327.8,61,54.0,1,10585.48,11,23,17,3,-8318.413611111111,Debit,2023,ATM,Doctor,2
445.79,52,161.0,1,717.9899999999998,7,7,17,4,-11654.87388888889,Debit,2023,ATM,Doctor,0
55.889999999999986,72,150.0,1,3689.65,8,17,16,3,-10671.284166666666,Debit,2023,Online,Retired,2
158.41,28,16.0,1,1512.1599999999999,2,9,16,3,-15207.684722222222,Debit,2023,Branch,Student,1
101.19,64,75.0,1,14389.45,11,29,18,2,-8173.5175,Credit,2023,Online,Doctor,2
827.1400000000001,36,265.0,4,9800.21,1,17,17,1,-15758.716944444444,Debit,2023,Branch,Engineer,1
61.97,74,95.0,1,7014.69,5,22,18,0,-12757.423333333334,Debit,2023,ATM,Retired,2
27.20999999999998,79,102.0,1,3520.61,6,14,16,2,-12207.531944444445,Debit,2023,ATM,Retired,2
173.74,80,64.0,1,4913.42,9,8,17,4,-10142.391666666666,Debit,2023,Online,Retired,2
176.11,38,105.0,1,9155.35,8,10,16,3,-10839.359722222222,Debit,2023,Branch,Engineer,0
88.4,46,174.0,1,2567.53,11,10,18,4,-8630.12611111111,Debit,2023,Online,Engineer,0
567.92,53,14.0,1,3779.47,6,20,16,1,-12063.75138888889,Debit,2023,Online,Retired,0
138.11,68,104.0,1,4177.65,12,11,17,0,-7886.633888888889,Credit,2023,Online,Retired,2
456.93,28,193.0,1,7284.76,9,26,16,1,-9711.84888888889,Credit,2023,Branch,Engineer,1
101.42000000000002,66,146.0,1,6530.59,4,25,17,1,-13407.201944444445,Debit,2023,Online,Retired,2
300.61,44,51.0,1,7895.54,5,1,17,0,-13262.836111111112,Debit,2023,Online,Doctor,0
265.94,54,132.0,1,6781.3,6,5,16,0,-12423.925,Debit,2023,Online,Engineer,0
345.54,29,50.0,1,2091.78,1,24,16,1,-15592.091388888888,Debit,2023,Online,Engineer,1
411.52,41,88.0,1,11108.39,1,10,17,1,-15926.4825,Debit,2023,ATM,Doctor,0
111.20999999999998,35,111.0,1,9088.36,8,21,18,0,-10573.591944444444,Debit,2023,Branch,Doctor,1
316.37,53,86.0,1,4671.69,8,28,17,0,-10406.561944444444,Debit,2023,ATM,Engineer,0
260.63,37,142.0,1,7534.73,12,20,18,2,-7669.172777777778,Debit,2023,Branch,Engineer,1
92.36000000000001,29,144.0,1,6353.14,3,27,16,0,-14103.3225,Debit,2023,ATM,Engineer,1
262.06,63,118.0,1,13587.52,9,11,16,0,-10072.01888888889,Debit,2023,Branch,Doctor,2
64.5,74,230.0,1,1351.2399999999998,8,17,18,3,-10669.603333333333,Debit,2023,ATM,Retired,2
253.55,28,85.0,5,2797.26,1,11,16,2,-15903.20388888889,Debit,2023,ATM,Engineer,1
408.28,21,125.0,3,1222.77,3,15,16,2,-14391.616944444444,Credit,2023,Branch,Student,1
175.94,57,89.0,1,3728.04,6,5,16,0,-12423.849444444444,Debit,2023,ATM,Retired,0
199.47,57,142.0,1,6067.44,8,14,16,0,-10743.67888888889,Debit,2023,Online,Doctor,0
51.06999999999999,63,133.0,1,4292.16,1,23,18,0,-15614.087222222222,Debit,2023,Branch,Retired,2
435.86,56,134.0,1,3801.82,12,29,17,4,-7454.858333333334,Debit,2023,ATM,Retired,0
74.73000000000002,64,162.0,1,6353.22,1,30,17,0,-15446.846666666666,Credit,2023,Branch,Retired,2
182.79,23,14.0,1,1251.85,10,25,16,2,-9015.760833333334,Credit,2023,Online,Student,1
628.36,44,108.0,1,11869.71,1,20,16,4,-15687.965277777777,Debit,2023,Online,Doctor,0
268.39,29,177.0,1,9409.43,2,21,18,1,-14917.978611111112,Debit,2023,Online,Doctor,1
362.27,80,47.0,1,6003.59,5,11,16,3,-13023.515833333333,Debit,2023,ATM,Retired,2
560.15,50,92.0,1,817.8299999999999,8,14,18,0,-10742.154166666667,Credit,2023,Online,Engineer,0
351.99,80,45.0,2,3663.64,6,12,16,0,-12255.221944444444,Debit,2023,ATM,Retired,2
132.36,28,160.0,1,319.64999999999964,3,13,17,0,-14439.135555555555,Debit,2023,Branch,Student,1
24.769999999999982,40,17.0,1,478.22999999999956,11,1,16,2,-8847.189444444444,Credit,2023,Online,Engineer,0
668.67,44,143.0,4,13446.81,11,7,17,1,-8702.473333333333,Debit,2023,Online,Doctor,0
80.24000000000001,53,58.0,1,8012.81,5,19,17,4,-12830.725277777778,Credit,2023,Branch,Doctor,0
8.649999999999977,68,198.0,1,4201.22,11,20,16,0,-8391.721111111112,Debit,2023,ATM,Retired,2
178.91,18,19.0,1,8870.89,3,15,16,2,-14391.500555555556,Debit,2023,ATM,Student,1
115.22,27,108.0,1,906.1999999999998,12,8,17,4,-7959.059444444444,Debit,2023,Branch,Engineer,1
161.63,46,276.0,1,9286.37,12,25,16,0,-7551.593611111111,Debit,2023,Online,Doctor,0
542.75,70,63.0,1,2224.08,12,7,18,3,-7981.660277777778,Credit,2023,Branch,Retired,2
317.47,67,16.0,1,14639.28,5,1,17,0,-13262.606666666667,Credit,2023,Online,Doctor,2
280.99,45,29.0,1,9733.59,2,20,18,0,-14942.073055555555,Debit,2023,Branch,Engineer,0
24.189999999999998,29,28.0,1,2756.2,2,8,17,2,-15230.571666666667,Debit,2023,ATM,Engineer,1
586.85,36,86.0,1,6655.15,8,15,16,1,-10719.2475,Debit,2023,ATM,Doctor,1
372.41,55,143.0,1,3233.87,6,19,18,0,-12085.905,Debit,2023,ATM,Retired,0
63.170000000000016,20,148.0,1,1676.5699999999997,7,25,18,1,-11221.639166666666,Debit,2023,ATM,Student,1
383.69,54,285.0,1,8371.11,10,31,17,1,-8871.065277777778,Debit,2023,Online,Engineer,0
247.17,65,149.0,1,2611.64,5,22,17,0,-12758.146666666667,Credit,2023,Branch,Retired,2
48.78,18,136.0,1,552.0599999999995,8,11,16,4,-10815.441666666668,Credit,2023,Branch,Student,1
4.149999999999977,60,119.0,1,6017.36,10,19,16,3,-9159.585833333333,Credit,2023,Branch,Retired,2
60.99000000000001,34,58.0,1,7281.46,8,1,17,1,-11054.892777777777,Debit,2023,Branch,Engineer,1
408.19,26,241.0,1,6847.47,12,15,16,4,-7791.339166666667,Debit,2023,Branch,Engineer,1
524.6,58,76.0,1,13017.7,4,7,17,4,-13838.536666666667,Debit,2023,Branch,Doctor,0
108.95999999999998,26,247.0,1,7597.66,10,10,18,1,-9373.909166666666,Debit,2023,ATM,Student,1
70.03,63,49.0,1,7330.31,12,18,18,0,-7717.556111111111,Debit,2023,Branch,Retired,2
124.84,52,79.0,1,6711.78,9,22,17,4,-9806.44611111111,Debit,2023,Online,Retired,0
324.04,54,30.0,1,2248.06,7,5,16,2,-11703.317222222222,Debit,2023,ATM,Retired,0
39.69,70,163.0,1,3524.68,4,24,17,0,-13430.854722222222,Debit,2023,Online,Retired,2
157.7,58,46.0,1,8332.58,12,1,17,4,-8126.695833333333,Credit,2023,Branch,Engineer,0
81.26999999999998,22,68.0,1,1814.48,11,7,16,1,-8703.570277777777,Credit,2023,Online,Student,1
193.82,37,176.0,1,3886.77,4,20,17,3,-13526.323055555555,Debit,2023,Branch,Engineer,1
16.730000000000018,79,165.0,1,7591.13,11,30,17,3,-8150.324444444444,Debit,2023,Online,Retired,2
474.05,57,214.0,1,1484.31,8,10,18,3,-10837.669166666667,Debit,2023,ATM,Retired,0
39.20999999999998,66,245.0,4,9385.57,5,10,16,2,-13047.939166666667,Debit,2023,ATM,Doctor,2
637.75,79,152.0,1,4202.92,7,24,16,0,-11248.029444444444,Debit,2023,Branch,Retired,2
153.59,66,174.0,1,4813.12,5,4,17,3,-13190.42888888889,Credit,2023,Branch,Retired,2
186.6,18,139.0,1,9716.68,10,25,16,2,-9016.1225,Debit,2023,Branch,Student,1
644.08,24,55.0,1,1980.62,5,8,17,0,-13094.638333333334,Debit,2023,Online,Student,1
226.66,41,168.0,1,10216.25,12,27,18,2,-7501.208888888889,Debit,2023,Branch,Doctor,0
305.0,22,222.0,1,944.8299999999999,10,12,17,3,-9326.772222222222,Debit,2023,ATM,Student,1
233.1,42,37.0,1,7469.2,1,16,17,0,-15782.714166666667,Credit,2023,Branch,Doctor,0
793.13,68,76.0,1,13389.16,5,10,16,2,-13047.527222222223,Debit,2023,Online,Doctor,2
224.19,52,93.0,1,8475.47,9,21,16,3,-9831.415555555555,Debit,2023,ATM,Doctor,0
214.83,23,63.0,1,991.6900000000005,3,20,18,0,-14269.9875,Credit,2023,ATM,Student,1
163.46,63,111.0,1,6953.8,9,8,17,4,-10143.027222222223,Credit,2023,Branch,Retired,2
194.99,34,91.0,1,1370.0299999999997,12,1,17,4,-8127.105555555556,Debit,2023,Branch,Engineer,1
23.399999999999977,46,175.0,4,14851.28,2,8,18,2,-15229.656944444445,Debit,2023,ATM,Doctor,0
227.5,34,277.0,1,11505.35,3,13,16,0,-14439.200555555555,Debit,2023,Online,Doctor,1
259.9,26,100.0,1,914.2799999999997,6,22,16,3,-12015.979444444445,Debit,2023,Online,Student,1
59.50999999999999,36,55.0,1,9955.88,4,4,16,1,-13911.998055555556,Credit,2023,Online,Doctor,1
50.629999999999995,64,143.0,1,4732.81,5,24,16,2,-12711.853611111112,Debit,2023,Online,Retired,2
1074.95,20,91.0,1,530.8599999999997,6,2,16,4,-12495.34861111111,Debit,2023,Branch,Student,1
112.93999999999997,73,31.0,1,3807.84,11,24,17,4,-8294.525555555556,Credit,2023,Online,Retired,2
11.810000000000002,21,131.0,1,320.25,2,27,16,0,-14776.004166666668,Debit,2023,ATM,Student,1
329.14,55,14.0,1,12033.92,11,14,16,1,-8535.521666666667,Debit,2023,Branch,Doctor,0
154.24,61,82.0,1,6109.55,11,6,16,0,-8727.817222222222,Debit,2023,ATM,Retired,2
233.44,20,297.0,1,1691.88,1,20,16,4,-15687.735,Debit,2023,Online,Student,1
141.8,18,116.0,1,1697.67,11,15,18,2,-8509.208888888888,Debit,2023,ATM,Student,1
209.03,55,126.0,1,8359.5,10,9,18,0,-9397.83861111111,Debit,2023,Branch,Engineer,0
1137.63,26,144.0,1,1629.12,2,14,16,1,-15087.210277777778,Debit,2023,ATM,Student,1
261.14,42,162.0,1,6100.08,5,15,18,0,-12925.413611111111,Debit,2023,ATM,Engineer,0
101.81,45,105.0,1,13872.03,6,29,17,3,-11846.327222222222,Debit,2023,ATM,Doctor,0
98.70999999999998,32,117.0,1,10095.23,9,18,17,0,-9902.436944444444,Debit,2023,ATM,Doctor,1
87.38,21,252.0,1,1504.9899999999998,3,3,18,4,-14677.771111111111,Debit,2023,Branch,Student,1
83.38999999999999,32,158.0,1,13182.11,9,18,16,0,-9904.190555555555,Debit,2023,Branch,Doctor,1
267.55,46,40.000000000000014,1,4330.04,6,13,16,1,-12232.099444444444,Debit,2023,Online,Engineer,0
870.05,29,39.0,1,905.25,8,31,16,3,-10335.478888888889,Debit,2023,ATM,Doctor,1
154.32,38,269.0,1,6972.5,1,1,16,0,-7383.303055555555,Credit,2024,ATM,Engineer,0
164.51,78,110.0,1,3553.69,6,5,18,0,-12421.957222222221,Debit,2023,Branch,Retired,2
758.12,69,90.0,1,6164.65,7,3,18,0,-11749.4125,Debit,2023,ATM,Retired,2
103.75999999999999,28,188.0,1,9626.14,3,29,16,2,-14055.849444444444,Debit,2023,Online,Engineer,1
583.92,55,139.0,1,6364.14,8,1,16,1,-11055.91111111111,Debit,2023,Online,Engineer,0
204.06,77,159.0,1,4351.83,1,2,16,0,-16120.00138888889,Debit,2023,Online,Retired,2
53.50999999999999,56,165.0,1,5773.5,10,26,16,3,-8991.279444444444,Debit,2023,Online,Retired,0
1108.4599999999998,30,262.0,1,9257.04,8,31,16,3,-10335.839166666667,Debit,2023,Branch,Engineer,1
52.94999999999999,68,14.0,1,6335.58,8,7,18,0,-10910.08138888889,Credit,2023,Online,Retired,2
120.17000000000002,49,105.0,1,5403.79,8,8,17,1,-10887.068888888889,Debit,2023,ATM,Doctor,0
220.8,31,28.0,1,8135.31,9,6,18,2,-10189.435555555556,Debit,2023,Online,Engineer,1
119.00999999999999,45,87.0,1,9798.26,3,13,17,0,-14438.71,Debit,2023,ATM,Doctor,0
183.32,21,74.0,1,137.42000000000007,5,10,16,2,-13047.694444444445,Debit,2023,ATM,Student,1
858.8800000000001,60,227.0,1,7015.46,8,22,16,1,-10551.676944444445,Debit,2023,Online,Engineer,2
11.45999999999998,41,128.0,1,2356.71,2,13,16,0,-15111.26638888889,Credit,2023,Online,Engineer,0
61.370000000000005,75,164.0,1,4294.44,2,6,16,0,-15279.276666666667,Debit,2023,Branch,Retired,2
103.07999999999998,49,150.0,1,9251.38,2,27,16,0,-14775.31111111111,Credit,2023,Branch,Engineer,0
